,text,target
557,"but i can not fry chicken , woe is me my nigga :(",0
558,# motn though lighting is not doing my make - up any justice :(,0
559,that one person . is still very important to me ... and i do not want her gone any longer ... yet i just sit here scared out of my mind . :(...,0
560,i rly wanna buy the limited ver as well as the normal edition . huhuhu what to choose ? :(,0
561,stack is on m ' lady j8 to j11 m20 :-(,0
562,jk im so bored :(( acads scheduled @ 8 what to do nowwww,0
563,could not watch cops :( how was james ?,0
564,i need to clean my window at some point today bc hugh keeps pawing at them and leaving muddy marks everywhere :(,0
565,but i do not know what song to sing :(,0
566,my mom called me up :(((( i got distracted,0
567,heyy i miss you :(,0
568,please be nice tomorrow weather ! otherwise our picnic is cancelled and i ' ve got 24 cupcakes to eat :-(,0
569,with you talaga the best . :-( 😂,0
570,the only female i wanna get it poppin with is joc .... but she be playin :(,0
571,so cute :(,0
572,pm me :(,0
573,"when i saw # zayniscomingbackonjuly26 "" fix you "" by coldplay plays in my windows media player :( 😭",0
574,i think i just failed one subj :-( sobrang bv 😭 pls pray for me huhu,0
575,zamn the line up for afropunk fest brooklyn :(,0
576,i ' m not there anymore !! would have signed if i saw you ! :( thank you for coming,0
577,wish id put more than £ 50 on real madrid # shithouse :(,0
578,cutest dance ever :((,0
579,oppa ............./ hug ur arm / why am i like this :(,0
580,"i asked my boss for a raise once , he handed me a ladder and told me to climb the ladder to success . :-(",0
581,"to get by , to get by :(",0
582,nerve wracking test . booset . :(,0
583,"aw sad :( it ' s very very long though . maybe a little longer & you ' d love it ? i restarted assassins creed ii heaps , then fell in love",0
584,"i do not know why the hell it ' s playing the next one , i can find no way of turning that off :(",0
585,bored :(,0
586,i ' m such a terrible daughter :-(,0
587,"finally got some time to catch up on games .. wish i could say "" let the games begin ""... sigh *.. ps3 is not working :(",0
588,my ankle :(,0
589,i just stepped in a puddle :-( & i ' m wearing slippers !!,0
590,good eve . :(,0
591,"wake up bby , imy :(",0
592,i will cry :(,0
593,video : sararocs : i am so angry at the world :(,0
594,pretty hairs :(,0
595,fnaf 4 coming after my holiday now :(,0
596,cheer up !! :-( 😘💖,0
597,maybe a tweet ? :(,0
598,and is this today but you ' re not here :( # anywayhedidanicejob,0
599,same same 😞 :(,0
600,this match history :(,0
601,it ' s 3am and i can not sleep :(,0
602,the green one is ugly :( the others are awesome tho,0
603,local legend :(,0
604,can not tell you how sad i am we booked on another cruise line and could have done this . double wail . :-(,0
605,when things go wrong they go wrong i have broken my manual wheelchair checked if i can get one that fits from nhs and its 26weeks wait :(,0
606,poor sbenu :< sasin was not happy at all ... as the best player on his team .. :( but anarchy ~~~ : 3 < 3,0
607,"rude af , im gonna put my candle away :(",0
608,im sure anyone would kiss ur forehead & give u medicine if u asked :( but ur welcome :(,0
609,oops :(,0
610,hoya mah always good looking :( no comment aing :(,0
611,without you just miss you :(,0
612,nobody said it was easy :(,0
613,i ' m so sorry i did not give you enough hugs awhile ago b i was just so tired :( but it was so nice seeing you again luv,0
614,aw i miss you :(,0
615,now hush gurly and bring your purty mouth closer that made me shiver :(,0
616,"the website does not have the solution , is there anything i can do , i paid for this and i can not even play it properly :(",0
617,dont know why i try anymore . getting tired of this . :(,0
618,gol pea :(,0
619,i hate myself for not knowing english :(,0
620,"physically , emotionally , mentally , # tierd :(",0
621,my third eye ' s getting active again :(,0
622,thnkyouuuuuuuuu :(,0
623,hi caroline no we did not :( neither did or i think - we figured out it was in us lol,0
624,my mirror is more beautiful than me :(,0
625,did not make it to the highlights then :-( they seem to have stopped talking about ' climbing on pure courage ' - bit too fishy,0
626,i did not even do anything to it idek :(,0
627,did i missed apink performance ? :(,0
628,bulet gendut :(,0
629,# party goodbye stage :(,0
630,noo :( do you know why ?,0
631,:( * hugs * i hope you can rest soon .,0
632,looks awesome ! i miss the days of racing hotwheels cars around my house . :( ^ ms,0
633,patch :(,0
634,typically we had a power cut last night and i missed it !:( was it good ?,0
635,ahaha i ' m laying on my bed like whyyyyyy . the pretty wine glasses sucked me in :(,0
636,where ' s your album akon :(,0
637,sorry i didnt update you i went somewhere :(,0
638,the never ending nightmare is still never ending :(,0
639,ya ! ya song mino ! where are you ? :(,0
640,crazyyyy thooo zz from airport straight away to soundcheck and concert :(,0
641,hmm is this tweet antagonistic ? i literally do sing the obs song :(,0
642,phantasy star online 2 ip issue i was so happy i could finally play the game then this ... so sad :(,0
643,bruce just will not smile :(,0
644,its 2 : 30 in the morning # sleepdeprived # tiredashell # looking4aspot even # kinara ' s closed .. :( we then chill at # awami,0
645,"of course :( :( .. i do not understand >>>"": y ' all gonna ignore questions huh ? niqqa is desperate need of answers lol """,0
646,why must you be so tiny :(,0
647,so after 2 weeks only mockingjay was left well that was slow :(,0
648,you are the only thing that i need :(,0
649,not fair with us from pb . contestants our dreams not comes true this time :(,0
650,i wish :(,0
651,snakes on you ??:(,0
652,my cycle is coming soon :(. woe is me .,0
653,aarww ... i wish i could be there too :( xx,0
654,"lol the person i want to hug i cant :( lmbo dangit i miss people to much , cant help it though",0
655,i can not sleep now what the heck :(,0
656,ohmygod worst case scenario na tooooooo :((((,0
657,nice weather if ur a fucking duck :(,0
658,where are you watching the game ? :(,0
659,aw it ' s okayyyy :( lol it ' s cute actually haha,0
660,did noone live for my drag drawing ok :(,0
661,this started with a picture :(( seriously # zayniscomingbackonjuly26,0
662,# misundersranding days chal raha hai # yhm me :(,0
663,edsa y u do dis 2 me so tired . just wanna go home :(,0
664,my snapchat - jasmingarrick # snapchat # kikmeguys # snapchat # webcam # milf # nakamaforever # kiksex :(,0
665,tried tweeting unicef ' s accounts but no answer from them :(,0
666,fu all :(((((,0
667,home alone :(,0
668,has anyone managed to get ice cream ? i ' ve been on my app from 1 stephen street for last 35 mins and no free vehicles have appeared :-(,0
669,so much new music that i cant record yet coz my voice is gone :( # frustration,0
670,i think you could do with a hug right now more than me . :( poor thing ! sent you dm if interested . hope you get better soon !,0
671,i do not like you :(,0
672,woza please take me with you :-( …,0
673,very good read promise :(,0
674,my kik : senight468 # kik # kikmeboys # gay # teens # amateur # travel # hotscratch :(,0
675,should i still sell socks ? it ' s too expensive :-( 150 - 160 pesos is so expensive + you gotta pay for the sf :-(,0
676,i do not think i can watch degrassi for about 4 - 6 nights :((,0
677,"no bcz kat rejected ! i like their chem onscreen tho ... ofscreen , he kinda ignores her :(:(",0
678,"pak saturday classes , pak monthly test :(",0
679,""" please do not put your life in the hands of a rock n roll band who throw it all away "" oh the irony :(",0
680,guys add my kik : rhisfor500 # kik # hornykik # bestoftheday # chat # snapme # summer # camsex :(,0
681,why did you unfollow me :(,0
682,sad to see you go :( was there a particular issue ? the support team can help : # fxhelp,0
683,"really missing my family , friends , bae and poopie :(((",0
684,? have we been pipped to the post do you think ? :-(,0
685,life never felt so good :(,0
686,"uff , do not feeling too well today tbh :(",0
687,i would but have only 1 . 300 credits :(,0
688,"just for that , you will not get a cupcake !! >:(",0
689,glue factory for kuchar :-(,0
690,"please stay , with me :(",0
691,omg that came fast ! you graduate at the end of the year ?! i know :( catch ups are a definite ( what we did best at uni anyways ),0
692,same .. i do not know why :((,0
693,thinking about again :(,0
694,my ee account still is not working :(,0
695,i did not see you :(,0
696,tommy and georgia are so cute they actually hurt my heart :( :( :(,0
697,:((( bout to instant transmission,0
698,zayn malik please :((,0
699,i dont know what to dm you :((,0
700,sigh orang suma no time for me :-(,0
701,it ' s not the off shouldeeerr outfit sad :(,0
702,damn . hopefully ! we deserve one since it ' s been ages since our last repack ( i wont mention how boy groups gets repacks always ) :(,0
703,little charles all grown up :( remember when we dyed your hair and it went rihanna red hahahaha that aint no ginge xxx,0
704,without you :(,0
705,it scared me :(,0
706,no boots like that as such ! the closest thing i have to boots are my high top nikes and adidas haha :(,0
707,oh no sorry to hear this :( please can you email the information to pro . com instead and they can manually set up ? x,0
708,same ! :(,0
709,ifeelyou :(,0
710,training felt harder today .. that ' s what happens going to bed too late n waking up earlier than usual :( # ratbaglater,0
711,he does not win any :(,0
712,who wants to watch paper towns with me tomorrow :(,0
713,did badly in the second semester :-(,0
714,never drinking gin again :(,0
715,i hope so :(💜,0
716,gutted for reynold . the kind of desserts he has done this season :(,0
717,"that ' s a village thing everywhere in the world . it ' s different in big cities , unfortunately :(",0
718,"uniting oppressed masses can take forever :( look wat happened n afghanistn , war tore it & it ended n s ** t .",0
719,did sunggyu injure his hand yesterday there ' s a plaster on his hand ?? :(,0
720,"sad bc i had a dream that all the boys rtd me , louis & harry followed me but then i woke up & it was not true . :(",0
721,5sos hated our crowd :-(,0
722,please take me with you :-(,0
723,omg hi !! i miss you guys so much :(,0
724,"i should be working on that stadium , i ' m a boss welder :(",0
725,omg i wanna hear ghost stories :(,0
726,ago hogo vishaya all adu . bjp madatte anta vishwas ne illa . :(,0
727,summer weather wua :-(((,0
728,i tried to sleep but i noticed my picky finger started to swell up and :( ugh omg,0
729,one of my favourite mutuals just unfollowed me :((,0
730,i said gn along time ago my ass can not fall asleep :(,0
731,i can not sleep :(,0
732,kik - thenting423 # kik # kiksex # omegle # skype # amateur # sabadodeganarseguidores # sexual :(,0
733,i have not even watched any it just syncs from plug . dj :(,0
734,my nose and forehead are peeling :(,0
735,my mum :(,0
736,car & suspemsion cant cope with all these offroading adventures now theres harvest machinery left in inapropriate places to weave around :((,0
737,hahahaha were going nowhere fast . not without some decent investment . scottish football is dire at the moment :( # nomoney,0
738,are you ok :( im here if you want to talk,0
739,ur not in the nawf :(,0
740,do sum :( .,0
741,bechos . :(,0
742,danny :(,0
743,sorry :(,0
744,"♥ [ eng ] ♥ - let ' s talk , since can not stream games :(:",0
745,overly please do my lab for me :(,0
746,omg love it ty zap :((((((,0
747,that makes really distressing reading :-(,0
